text,severity,resolution,product
Javadoc warnings in I20061211-1607,normal,FIXED,Platform
[Webapp] New toc view shouldn't highlight any item upon opening,normal,FIXED,Platform
[Webapp] Clicking on toc icon doesn't highlight topic,normal,FIXED,Platform
[Webapp] New toc doesn't sync upon opening initial topic,normal,FIXED,Platform
[Webapp] 404 page not found error in toc view,normal,FIXED,Platform
[Quick Access] minimizing a node in Quick Access on the mac closes the dialog,normal,FIXED,Platform
[Edit] Issues remain with validateEdit,normal,FIXED,Platform
[Snippets] Shown fancy ToolTip usage,normal,FIXED,Platform
CVS compare is comparing with wrong revision,critical,FIXED,Platform
[expressions] ArrayIndexOutOfBoundsException when updating children in Expressions View,normal,FIXED,Platform
FTP/Target plug-ins should specify EEs in their manifest,normal,FIXED,Platform
"[Webapp] CS help opened from infopop displays ""nothing found"" in links view",minor,FIXED,Platform
Quick Access dialog shows null and duplicate entries,normal,FIXED,Platform
Spelling quick fixes shown multiple times after 'New Editor',normal,FIXED,Platform
NPE on 'Compare with Each Other',normal,FIXED,Platform
[applets] silent failure for Run As > Java Applet when no applets,normal,FIXED,Platform
JVM crash,critical,FIXED,Platform
inconsistent versioning for swt fragments,normal,FIXED,Platform
ui plugin versioning issues,normal,FIXED,Platform
org.eclipse.swt.win32.win32.x86 still has 3.2.1 version numbers,normal,FIXED,Platform
HandleLeak in Font.getFontData(),normal,FIXED,Platform
WebStartMain crashes,major,FIXED,Platform
Redundant 'deprecated',normal,FIXED,Platform
Deprecated extension point,normal,FIXED,Platform
Javadoc warnings in I20061213-1800,normal,FIXED,Platform
3.2.2 plugins that need to have version numbers updated,normal,FIXED,Platform
"""optional"" not really working?",normal,FIXED,Platform
[Open Resource] Do not Show derived resources,major,FIXED,Platform
NPE on Show Annotation for old revision,normal,FIXED,Platform
Can't create link to path variable location,major,FIXED,Platform
Unable to install new plugins on Vista Beta 2,normal,FIXED,Platform
Move eclipse.org site to bottom of mirrors list if using MirrorsURL in site.xml,normal,FIXED,Platform
SiteOptimizer doesn't work properly for NLs,normal,FIXED,Platform
VersionedIdentifier equals() logic in update.configurator is wrong,major,FIXED,Platform
StyledText doesn't support advanced text services for Korean IME,normal,FIXED,Platform
Classes with CPL copyright,normal,FIXED,Platform
Fast view bars shared between perspectives,major,FIXED,Platform
Replace with local history not so intuitive,normal,FIXED,Platform
NPE on Welcome preference page,normal,FIXED,Platform
Bug 140529 is not fixed for Windows under 3.2.1,normal,FIXED,Platform
Local History view shows bogus revision at the epoch for deleted file,normal,FIXED,Platform
[History View] Contents are not cached before editor is opened,normal,FIXED,Platform
[Help] Navigating search results in browser with arrow keys does not always work,normal,FIXED,Platform
[Webapp] Navigating search result with arrow keys should scroll far enough to read entire result,minor,FIXED,Platform
[DataBinding] Colors not changing in Snippet007ColorLabelProvider,normal,FIXED,Platform
[Memory View] Leak of memory retrieval objects,normal,FIXED,Platform
Last synchronize occurred at: Never,normal,FIXED,Platform
Deprecated extension point,normal,FIXED,Platform
description for some attributes is missing in Compare schemas,normal,FIXED,Platform
Background initialization makes compare look slower than before,normal,FIXED,Platform
Update Manager keeps trying to update Eclipse,normal,FIXED,Platform
Error message has duplicate already already,normal,FIXED,Platform
Switch to using OverlayIcon from JFace,normal,FIXED,Platform
[Apply Patch] Exceptions in log when guessing fuzz factor,normal,FIXED,Platform
[QuickAccess] We should only list enabled commands / actions,normal,FIXED,Platform
[WorkingSets] schema needs clarification regarding loading behaviour,normal,FIXED,Platform
[QuickAccess] Add new matching heuristics,normal,FIXED,Platform
[History View] Two views brought to fron,normal,FIXED,Platform
[Quick Access] Remove Mnemonics from tooltip text in ActionElement.java,normal,FIXED,Platform
[Hayseed] Unexpected behaviour in Cmd-E dialog matching plugin.xml,normal,FIXED,Platform
[History View] Linking behavior when multiple source involved,normal,FIXED,Platform
Snippet 252 a bit confusing,normal,FIXED,Platform
[WorkingSets] roll with elementAdapterClass in IDE,normal,FIXED,Platform
"""Asynchronous viewer update"" appears when stepping",normal,FIXED,Platform
[WorkingSets] ModifyWorkingSetDelegate does too much work on selection change,normal,FIXED,Platform
PlatformURLResourceConnection cannot handler normalized URI,major,FIXED,Platform
SasForm no longer working on OSX,normal,FIXED,Platform
Spinner.getSelection() returns a wrong value,normal,FIXED,Platform
NPE in SyncInfoCompareInput.handleDispose,normal,FIXED,Platform
Loading Debug plug-in causes ClassNotFoundException,normal,FIXED,Platform
inconsistent versioning for update plugins,normal,FIXED,Platform
StyledText: selection and scroll bar thumbs not correct,normal,FIXED,Platform
"If liblocalfile is missing, there are 248 failures and 53 errors in the org.eclipse.jdt.core tests.model",normal,FIXED,Platform
[JarProcessor] Processor can change hash of eclipse.inf,major,FIXED,Platform
[JarProcessor] Processor can change hash of eclipse.inf,normal,FIXED,Platform
Search Fails on Fedora Core 6,normal,FIXED,Platform
[Memory View] Migrate MemoryBlocksTreeViewPane to use new tree viewer,normal,FIXED,Platform
"""Show Annotation"" and ""Show History"" commands disabled after opening Synchronize view",normal,FIXED,Platform
[Quick Access] Quick Access should not close when user tries to select a Node,normal,FIXED,Platform
[Memory View] NPE when shutting down workbench with table rendering,normal,FIXED,Platform
ViewerRow constructor default access - cant subclass,normal,FIXED,Platform
Request to open up ViewerColumn#setEditingSupport,normal,FIXED,Platform
NPE when using mouse to select next editor,normal,FIXED,Platform
[WorkingSets] ElementAdapter/Updater loading is keyed on bundle activation rather than availability of the specified class,normal,FIXED,Platform
[WorkingSets] IWorkingSetUpdaters are not unloaded when declaring bundles are unloaded,normal,FIXED,Platform
[Memory View] Base address of memory block is not displayed on first rendering's tab label,normal,FIXED,Platform
Double clicks not working in N20061220-0010,major,FIXED,Platform
[DataBinding] Realm.ensureWorkerThreadIsRunning() doesn't start a new thread,normal,FIXED,Platform
[ErrorHandling] Hooking the facility into Kim's components,normal,FIXED,Platform
Synchronize view commits/updates wrong resource,major,FIXED,Platform
"Eclipse will crash with message ""Widget is disposed"".",critical,FIXED,Platform
[QuickAccess] Quick Access Dialog should include properties,normal,FIXED,Platform
Search Sope window can not be resized,normal,FIXED,Platform
[Webapp] Index View truncates button if large fonts are used,normal,FIXED,Platform
[CheatSheet] Previewing composite cheat sheet referring to a simple cheat sheet in the same directory causes an exception,normal,FIXED,Platform
"Suggest ""taskGroup"" elements with attribute kind=""choice"" that have only one child should produce no warning or error",minor,FIXED,Platform
should adopt ICU Collator and use new APIs on StructuredViewer,normal,FIXED,Platform
[Intro] Logo image floats over links when docked,minor,FIXED,Platform
[browser] Internal browser throws PartInitException on restart,normal,FIXED,Platform
[Dialogs] Tray will not open on workspace switching dialog,normal,FIXED,Platform
Infocenter docs for 3.2 refer to 3.1 plugins,normal,FIXED,Platform
[DataBinding] IConverter javadoc references nonexistant methods,trivial,FIXED,Platform
[ErrorHandling] Hooking the facility into Susan's components,normal,FIXED,Platform
"SWTException: Widget is disposed, when deleting table rows",normal,FIXED,Platform
Changes in status handlers' API,normal,FIXED,Platform
I am seeing double :-D ... or how to get model dialogs squAred with cheat sheets!,normal,FIXED,Platform
Use file buffers in Java element Compare,normal,FIXED,Platform
Shell does not always restore focus after dialog closed,normal,FIXED,Platform
TestResultsGenerator had hard-coded test results file name,normal,FIXED,Platform
Bold tags not supported by composite cheat sheet view for intro & onCompletion,minor,FIXED,Platform
Cheat sheets doc should not mention Welcome as a launch point,normal,FIXED,Platform
NPE in AbstractTextEditor,normal,FIXED,Platform
[ErrorHandling] Hooking the facility into Tod's components,normal,FIXED,Platform
Exception in log,normal,FIXED,Platform
PatchWizard should not request full path from IStorage containing a patch,normal,FIXED,Platform
[Viewers] SWT/JFace TableEditors don't work in 3.3M4 on OSX,normal,FIXED,Platform
"Accessibility: Tab can't access to the ""Forward to..."" Split button on Preferences window",normal,FIXED,Platform
Failures in N20070103-0010,normal,FIXED,Platform
SWT_AWT not working in CTabFolder with JDK 6 on Linux,normal,FIXED,Platform
NPE after an update,normal,FIXED,Platform
Running feature version checker during the build,normal,FIXED,Platform
no description for java tab group anymore,minor,FIXED,Platform
Horizontal scrolling occurs when calling Tree.setTopItem(),normal,FIXED,Platform
step actions enabled when multiple frames selected,normal,FIXED,Platform
FilteredItemsSelectionDialog changes required by the JDT team.,normal,FIXED,Platform
run configurations always deleted when project is deleted,normal,FIXED,Platform
[Structure Compare] Exception after commit,normal,FIXED,Platform
[Edit] Undo in regular editor leaves compare editor dirty,normal,FIXED,Platform
JFace Databinding error,normal,FIXED,Platform
update feature versions to 3.2.2,normal,FIXED,Platform
Provide Show In > History,normal,FIXED,Platform
Icons and labels for Memory view layout menu are mismatched,normal,FIXED,Platform
Build script needs to be updated,normal,FIXED,Platform
update through http proxy with authentication,normal,FIXED,Platform
'Compare With > Each Other' opens two dialogs and flickers editors,normal,FIXED,Platform
Chkpii error in latest build,normal,FIXED,Platform
Child Shell's Image changes dock icon on OS X,normal,FIXED,Platform
"standalone use of Jobs leave hanging threads, preventing VM from exiting normally",normal,FIXED,Platform
IllegalArgumentException in LaunchConfigurationViewer,normal,FIXED,Platform
Accessible.get_accSelection(int pvarChildren) has error when multiple items are selected,blocker,FIXED,Platform
[Launcher] Eclipse won't launch in Mac OS X 10.5,critical,FIXED,Platform
[launching] revert button does not revert config name text,minor,FIXED,Platform
StyledText down arrow (cursor) broken,critical,FIXED,Platform
NPE in org.eclipse.ui.internal.ide.StatusUtil [PatchAttached],normal,FIXED,Platform
org.eclipse.core.runtime.ListenerList - null-handling in API,normal,FIXED,Platform
Help font does not adjust with system fonts,normal,FIXED,Platform
[AWT] SWT_AWT bridge doesn't run on AIX,normal,FIXED,Platform
[ErrorHandling] Hooking the facility into Douglas' components,normal,FIXED,Platform
[CheatSheet] Image to perform action does not change after action completed if confirm=true,minor,FIXED,Platform
[CheatSheets] background colors for task steps in a simple cheat sheet,normal,FIXED,Platform
Advance viewing a cheat sheet item containing subitems shows an empty space where subitems should be,trivial,FIXED,Platform
3.2.x release plan document missing from the Eclipse website,normal,FIXED,Platform
[ErrorHandling] Hooking the facility into Paul's components,normal,FIXED,Platform
Migrate org.eclipse.ui.ide.workbench to IApplication,normal,FIXED,Platform
Widget disposed exception when activating compare editor,normal,FIXED,Platform
Error not reported,critical,FIXED,Platform
Non-externalized string in debug ui plugin.xml,normal,FIXED,Platform
patch root incorrect for new files (as opposed to changed files),normal,FIXED,Platform
[Dialogs] Runtime exception in DialogTray.createContents() creates zombie dialog,major,FIXED,Platform
Update Configurator reconciles platform.xml with newer features even for sites that have USER-INCLUDE Policy and have explicit inclusion plugin  lists.,normal,FIXED,Platform
chkpii error in update.core for build M20070103-0800,normal,FIXED,Platform
"On SLED10, context menu does not display on a popup shell with SWT.ON_TOP style bit",critical,FIXED,Platform
[Edit] Asynchronous initialization may cause double creation,normal,FIXED,Platform
Update disrupted when folder with improper name encountered,major,FIXED,Platform
"[Workbench] [RCP]Create an org,eclipse.ui.workbench.resources plug-in",normal,FIXED,Platform
Make the project navigator the default in the resource perspective,normal,FIXED,Platform
Mac OS X SWT: extremely slow behavior of Table with larger numbers of items,normal,FIXED,Platform
org.eclipse.swt.widgets.Link does not fire SelectionEvents,normal,FIXED,Platform
[DataBinding] Master detail snippet,normal,FIXED,Platform
make fModificationStamp public in DocumentEvent,normal,FIXED,Platform
Incorrect detection of duplicate resources,normal,FIXED,Platform
[Viewers] Check that progress in viewers/dialogs is recognizable,normal,FIXED,Platform
Can't undo my decision to go to the beginning when end is reached,normal,FIXED,Platform
Remove dependancy on runtime.compatibility,normal,FIXED,Platform
Workbench should check for existing display before creating one,normal,FIXED,Platform
Any button in the preferences that needs to access the filesystem causes eclipse to freeze.,major,FIXED,Platform
small error in ant hover info,minor,FIXED,Platform
typo in plugin.xml makes CVS commands unavailable,normal,FIXED,Platform
Text DnD does not consider folded text,normal,FIXED,Platform
Debug flag to dump stack trace every time autobuild is needed,normal,FIXED,Platform
constructor of StructureRootNode is missing Javadoc,normal,FIXED,Platform
Saveble life-cycle is very confusing,major,FIXED,Platform
NPE after Override and Update,normal,FIXED,Platform
NPE while creating comparison structure for addition of *.properties file,normal,FIXED,Platform
[WorkbenchLauncher] reimplement existing splash behavior in SWT,normal,FIXED,Platform
[website] Link to platform cvs docs links to 3.1,normal,FIXED,Platform
Need to update ICU4J in 3.2.2 for updated DST tables,normal,FIXED,Platform
"syncrhonize view: When selected multiply projects the label now says: ""CVS X items""",normal,FIXED,Platform
recursive attempt to activate part org.eclipse.team.ui.GenericHistoryView,normal,FIXED,Platform
Leak caused by SaveablesList.removeModel,critical,FIXED,Platform
NPE on Ctrl+E when active part has no selection,normal,FIXED,Platform
ICU plug-in should export all packages,normal,FIXED,Platform
Editors preference page should support more keywords,trivial,FIXED,Platform
Illegal Character in CVS port number opening history View,normal,FIXED,Platform
Getting rid of compiler warnings during builds,normal,FIXED,Platform
Logical Model API must allow repository providers to indicate to model providers that a model must be saved prior to checkin,major,FIXED,Platform
[ErrorHandling] Hooking the status handling facility into Eric's components,normal,FIXED,Platform
[EditorMgmt] Background save implementation should not use scheduling rules,normal,FIXED,Platform
Source build script (build.bat) should not use the OS environment variable,normal,FIXED,Platform
Backport org.eclipse.ui.views.properties.tabbed 321 to 302,normal,FIXED,Platform
org.eclipse.ui.ide.application is missing an about.html,normal,FIXED,Platform
Splash screen for 3.2.2 candidate shows 3.2.1,blocker,FIXED,Platform
Welcome page sample have warning,normal,FIXED,Platform
New status handling shows wrong severity icons,major,FIXED,Platform
ConfigurationParser.parse does unbuferred I/O from disk,normal,FIXED,Platform
[launching] no useful help in save and launch dialog,trivial,FIXED,Platform
[source lookup] [launching] string variables added to the bootpath via the launch dialog do not stay there,normal,FIXED,Platform
Typo in Cheat Sheet Content File XML Format help doc,trivial,FIXED,Platform
org.eclipse.platform.doc.isv plugin version number needs to be incremented1,normal,FIXED,Platform
javadoc warning in N20070115-0010,normal,FIXED,Platform
[Dialogs] No result for '*lugin' despite that plugin.xml resources exist,normal,FIXED,Platform
javadoc warnings in N20070116-0010,normal,FIXED,Platform
org.eclipse.ui.carbon not being used in RCP?,normal,FIXED,Platform
[Forms] Section descriptions not big enough in OS X,normal,FIXED,Platform
Signature checking in About dialog doesn't scale,normal,FIXED,Platform
CTabFolder should not use the ellipsis,normal,FIXED,Platform
[Webapp] Images missing when opening help on a specific topic,normal,FIXED,Platform
[Launching] Main Tab missing search options under main type,normal,FIXED,Platform
"NPE during: ""Fetching local history revisions""",normal,FIXED,Platform
Problems view should not use bold for the headers,normal,FIXED,Platform
[launching] new mapping for launch shortcuts,normal,FIXED,Platform
Ant content assist suggest nested target.,normal,FIXED,Platform
[CheatSheet] Cheat sheet refers to old CVS repository path,normal,FIXED,Platform
NullPointerException in EditTemplateDialog,normal,FIXED,Platform
EncodingFieldEditor.setEnabled(false) has no effect,normal,FIXED,Platform
org.eclipse.ui.texteditor.DeleteLineTarget generates DocumentEvents with null text,normal,FIXED,Platform
Step keys become disabled,normal,FIXED,Platform
EncodingFieldEditor.store() does not store correct  value,normal,FIXED,Platform
"3.2 digest zip - Digest could not be parsed - ""404 Not Found""",normal,FIXED,Platform
NPE MultiLaunchGroupFilter.equalModes(),normal,FIXED,Platform
Classes to provide drag under feedback should be public,major,FIXED,Platform
ControlDecoration uses the wrong GC method to render text,normal,FIXED,Platform
Open AbstractTreeViewer for external widget implementors,normal,FIXED,Platform
Provide an API for custom controls to detect a drag operation,normal,FIXED,Platform
javadoc warnings in N200701180010,normal,FIXED,Platform
[Progress] Change the titles in the Progress View to be Italic,normal,FIXED,Platform
getSelection() method for VIRTUAL Tree returns max. eight items,normal,FIXED,Platform
javadoc warning in N200701180010,normal,FIXED,Platform
"org.eclipse.debug.ui plugin.xml uses enablesFor=""1+"" incorrectly",trivial,FIXED,Platform
eclipse 3.2 maintenance build displays 'Europa' in the startup splash screen,normal,FIXED,Platform
Table Headers getting random images on Vista when cycling through sort indicator,normal,FIXED,Platform
check box table images contain extra pixels,normal,FIXED,Platform
[Progress] Make the jobs dialog non modal,normal,FIXED,Platform
[CheatSheet] Title initially truncated,normal,FIXED,Platform
"RetargetBreakpointAction should use the ""resource->launch configuration"" association to find the IToggleBreakpointsTarget adapter.",normal,FIXED,Platform
Patching a plugin causes warnings on features that look bad,normal,FIXED,Platform
SIteSearchCategory writes out to system.out,normal,FIXED,Platform
Need a way to set EncodingFieldEditor group name,normal,FIXED,Platform
A type in ProgressMonitorFocusJobDialog javadoc,normal,FIXED,Platform
ECJ source provided with Eclipse source builds should be up-to-date,normal,FIXED,Platform
Detail job should stop wait()'ing when canceled,normal,FIXED,Platform
Resizing on Vista causes black bars to appear,normal,FIXED,Platform
[implementation] TextViewer's widgetDisposed(...) should only call handleDispose(),normal,FIXED,Platform
[Edit] Failure to disconnect from buffer,normal,FIXED,Platform
[detail pane] Removing default detail pane results in NPE,normal,FIXED,Platform
[Viewers]ViewerCell and ViewerRow should provide API to find neighbors,normal,FIXED,Platform
[DataBinding] update policies need to be implemented,normal,FIXED,Platform
[DataBinding] ValidationStatusMap Problem,normal,FIXED,Platform
[DataBinding] Determine what to do with BindingEvent.PIPELINE_VALIDATION_ERROR_OR_WARNING,normal,FIXED,Platform
[WorkbenchLauncher] invalid thread access problem,normal,FIXED,Platform
eclipse launcher fails to exit on linux,normal,FIXED,Platform
Treeview expand/collapse ignores somewhat quick + and - clicks,normal,FIXED,Platform
Releng tool must be updated to support 2007,normal,FIXED,Platform
patch for org.eclipse.swt.win32.wce_ppc.arm/build_custom.xml,normal,FIXED,Platform
incorporate new org.eclipse.cvs-feature into builds,normal,FIXED,Platform
update 3.2.2 release notes,normal,FIXED,Platform
[Model Sync] Double-click expand to next diff,normal,FIXED,Platform
[Program] Error when opening word and excel documents,normal,FIXED,Platform
[Console] Select all keyboard shortcut marked incorrectly in context menu,minor,FIXED,Platform
[WorkingSets] Adding arbitrary elements to working sets,normal,FIXED,Platform
busy spinners are visually distracting,normal,FIXED,Platform
[Workbench Launcher] Deadlock on startup using I20070123-1030,normal,FIXED,Platform
View using SWT_AWT crashes on Mac if open at startup,major,FIXED,Platform
Timing problem in waiting ThreadJob,normal,FIXED,Platform
Update needs version increase  (and branch?),normal,FIXED,Platform
[Help] Scaling the font size on screen also scales printed output,normal,FIXED,Platform
NPE in TextConsoleViewer.handleDispose,major,FIXED,Platform
[Model Sync] Removal of element from working set doesn't update sync view,normal,FIXED,Platform
Progress Monitor not handled correctly during launch,normal,FIXED,Platform
javadoc warning in I20070123-1030,normal,FIXED,Platform
Warnings in SWT launcher sample,normal,FIXED,Platform
ExpandableLayout.computeSize is 3 pixels too high,normal,FIXED,Platform
[misc] flaws in rulerColumns extension point schema,normal,FIXED,Platform
[ErrorHandling] No details when errors occur in parts during initialization,normal,FIXED,Platform
uncaught NPE in FilteredResourcesSelectionDialog,minor,FIXED,Platform
Tests for FilteredResourcesSelectionDialog and SearchPattern,normal,FIXED,Platform
[StatusHandling] constants in StatusManager not futureproof,normal,FIXED,Platform
Compare editor does not take focus,normal,FIXED,Platform
[StatusHandling] awkward package name,normal,FIXED,Platform
Unexpected results when using drawFocus with advanced graphics is enabled and DOUBLE_BUFFERED,normal,FIXED,Platform
Problem with grayed disabled button image,normal,FIXED,Platform
TableWrapData(int) constructor javadoc leads to SWT.Error,trivial,FIXED,Platform
[launching] changing LCD filtering with last items elected throws exception,normal,FIXED,Platform
No explanation for ExpandableComposite.GAP field in Eclipse Forms,minor,FIXED,Platform
[Forms] Busy indicator leaves behind unpretty gap after setBusy(false),minor,FIXED,Platform
AbstractTreeViewerisExpandable(elementOrTreePath) is not called when using a ITreePathContentProvider,normal,FIXED,Platform
WID when Form disposed while busy,normal,FIXED,Platform
ColumnLayout putting first control on 2nd (next) column because its longer than the 'perColHeight'.,normal,FIXED,Platform
NPE on Form.setBusy(false),normal,FIXED,Platform
Reference to Java 5 methods on SearchPatternAuto,critical,FIXED,Platform
Stack overflow in Jobs API,normal,FIXED,Platform
[DataBinding] [Workbench] Set default realm in createAndRunWorkbench(),normal,FIXED,Platform
Chkpii error in build N20070126-0010,normal,FIXED,Platform
org.eclipse.platform does not export all its packages,normal,FIXED,Platform
org.ecl,normal,FIXED,Platform
Team History view should use single button drop down to navigate to previous histories,normal,FIXED,Platform
"[browser] exception thrown when JS call ""confirm"" in a frameset structure",normal,FIXED,Platform
Unable to create XML editor with wrapper version of Ant,normal,FIXED,Platform
[launching] New fields for launch delegates,trivial,FIXED,Platform
network connection problems encountered during search,normal,FIXED,Platform
[DataBinding] separate run-time type information from IObservable,normal,FIXED,Platform
Cannot compile platform text on linux,normal,FIXED,Platform
Indent/Shift right/left should start/stop rewrite sessions,normal,FIXED,Platform
Compiler warnings in N20070128-0010,normal,FIXED,Platform
Why Eclipse doesn't use ICU 3.6?,normal,FIXED,Platform
AFE when comparing two org.eclipse.pde.prefs files,normal,FIXED,Platform
Fails to find xulrunner on 64-bit systems.,normal,FIXED,Platform
PDE product wizard is not obvious to use.,normal,FIXED,Platform
Preview for highlighting individual changes on preference page is odd,trivial,FIXED,Platform
"[browser]RedHat EL4Update4, swt.browser cannot show with installed xulrunner 1.8.0.1",major,FIXED,Platform
provide API to control expansion-state of FilteredTree on PreferencePage,normal,FIXED,Platform
Javadoc warnings in N20070129-0010,normal,FIXED,Platform
[launching] alt+enter shortcut dies when resource adapter cannot be resolved,normal,FIXED,Platform
Chkpii error in build N20070126-0010,normal,FIXED,Platform
NPE in console log for build N20070129-0010,normal,FIXED,Platform
[Trim,normal,FIXED,Platform
Make Icon Request,normal,FIXED,Platform
New buttons in compare editor are confusing,normal,FIXED,Platform
[WorkbenchLauncer] provide API for extending the splash in Eclipse,normal,FIXED,Platform
NPE in file store during ui tests in N20070129-0010 console log,normal,FIXED,Platform
SWT Labels does not show accelerator characters when thier parent is a TabFolder,minor,FIXED,Platform
Move file system tests into separate package,normal,FIXED,Platform
CVS feature labels wrong on download page,normal,FIXED,Platform
[DataBinding] Reasonable validation policy defaults,normal,FIXED,Platform
[preferences] TextEditors page can forget error state,normal,FIXED,Platform
controls on hijacked splash shell disappear,normal,FIXED,Platform
CompletionProposalPopup missing null check in fFilterRunnable#run,normal,FIXED,Platform
Flat presentation in Synchronize view is not available any more,normal,FIXED,Platform
Manifest and properties file could get some clean up,normal,FIXED,Platform
[GlobalActions] Window>Show View>Other fails with NPE,normal,FIXED,Platform
Asynchronous viewer should allow model to set selection after selected object is removed.,normal,FIXED,Platform
Compiler warnings in I20070130-0800,normal,FIXED,Platform
Javadoc warnings in I20070130-0800,normal,FIXED,Platform
Canvas#scroll forces an update - any way around this besides setRedraw(false),normal,FIXED,Platform
Composite cheat sheet XML format typos / enhancements,trivial,FIXED,Platform
Display.post(Event) with SWT.MouseMove moves to wrong location,normal,FIXED,Platform
TextConsoleViewer should be checking for disposed text widget,normal,FIXED,Platform
[DataBinding] Snippet004 is broken,normal,FIXED,Platform
Text drag and drop should do nothing when target is inside selection,normal,FIXED,Platform
FilteredItemsSelectionDialog: ARROW_DOWN should work everywhere in pattern,normal,FIXED,Platform
Tons of jobs from from open type/resouce hanging around,critical,FIXED,Platform
Javadoc warnings in N20070126-0010,normal,FIXED,Platform
Emtpy space created when calling setEnabled on encoding field editor,normal,FIXED,Platform
Vista XOR incredibly slow,normal,FIXED,Platform
[Apply Patch] Provide core level API,normal,FIXED,Platform
[Webapp] TOC Tab not initially highlighted,minor,FIXED,Platform
[Tests] Comapre tests have failures when built on Windows,normal,FIXED,Platform
"[Viewers] Table viewer needs to clear label, image when items are reused",normal,FIXED,Platform
[StatusHandling] use IWorkbenchRegistryConstants,minor,FIXED,Platform
[StatusHandling] Status extension point is not dynamic,major,FIXED,Platform
StyledText.getSelection() not valid during DnD?,normal,FIXED,Platform
Mac OS X launcher doesn't need 'LSBackgroundOnly' in Info.plist any more,normal,FIXED,Platform
https not converted to hyperlink in About Eclipse SDK Features,normal,FIXED,Platform
[Dialogs] FilteredTree should use new SWT.SEARCH constant,normal,FIXED,Platform
Open Resource Dialog deadlocks on the UI Thread,blocker,FIXED,Platform
Painting the splash screen while the application starts,normal,FIXED,Platform
AssertionFailedException: unknown saveable:,normal,FIXED,Platform
remove call to internal references  tool check in build,normal,FIXED,Platform
No coloured cursor on GTK,normal,FIXED,Platform
"Improve the ""Invalid Menu Extension"" message",normal,FIXED,Platform
Random shells come to the front when compare editor shows progress dialog,normal,FIXED,Platform
Support SWT.CANCEL in FilteredTree,normal,FIXED,Platform
[Sync View] Prompted twice to switch perspectives,normal,FIXED,Platform
SWT SystemTray support on OSX - TrayItems not appearing,critical,FIXED,Platform
Skip all Breakpoints option not persisted,normal,FIXED,Platform
Small (but funny) typo in Javadoc of Form,normal,FIXED,Platform
NullPointerException in Scrollable when parent=null,normal,FIXED,Platform
Removed deprecated IMarker#GENERATED_BY attribute,normal,FIXED,Platform
Job joining itself should throw exception,normal,FIXED,Platform
"Update the copies of jetty, javax.servlet and apache.common.logging",normal,FIXED,Platform
RelEng tools should use buffered streams,normal,FIXED,Platform
DND unpredicable caret motion,normal,FIXED,Platform
Apply patch does no longer if you click on Finish on first wizard page,critical,FIXED,Platform
Quick Diff team provider is not switched automatically,normal,FIXED,Platform
AsynchronousTreeViewer does not set selection if  parent of element is not visible,critical,FIXED,Platform
[StatusHandling] Hooking into JFace dialogs,normal,FIXED,Platform
Double-click file in Synchronize view caused tree to expand,normal,FIXED,Platform
Revision ruler does not have hovers for old revision of MANIFEST.MF,normal,FIXED,Platform
Index out of bound at the SWT level in the debug view,normal,FIXED,Platform
Unable to read authorization database,critical,FIXED,Platform
[Help] Anchor reference not allowed in href for index entry,normal,FIXED,Platform
Lock files not being deleted on shutdown,normal,FIXED,Platform
swt file open dialog fails to open on FC6 with gnome,normal,FIXED,Platform
Holding mouse down on Table blocks Display.asyncExec and syncExec,critical,FIXED,Platform
toolkit.createText for SWT.MULTI widgets don't draw a border as they should on OS X,normal,FIXED,Platform
can't compile embedded browser with firefox using N20070201-0010 (v3324),normal,FIXED,Platform
[Viewers] TreePath.getParentPath() should return empty path,normal,FIXED,Platform
[preferences] Either remove or show descriptions for hyperlink detector and target,trivial,FIXED,Platform
bottom button in table sections is clipped,normal,FIXED,Platform
Extra method in AbstractStatusHandler,normal,FIXED,Platform
Plus sign doesn't disappear when using deferred content providers,normal,FIXED,Platform
[Viewers] Edit support constants misspelled,normal,FIXED,Platform
Quick access (Ctrl+E) takes key binding from all RCP apps,normal,FIXED,Platform
[QuickAccess] Don't open QuickAccess dialog fully expanded,normal,FIXED,Platform
[Viewers] Rename AbstractViewerEditor to ColumnViewerEditor,normal,FIXED,Platform
ClassCastException in NavigationHistory when using MultiPageEditorSite,normal,FIXED,Platform
ClassCastException in EditorManager when using multi-page editor,major,FIXED,Platform
[DataBinding] Realm needs consistent Exception handling strategy,normal,FIXED,Platform
Make ColumnViewer#getViewerColumn and ViewerColumn#getLabelProvider public again,normal,FIXED,Platform
Possible deadlock in the change set manager,normal,FIXED,Platform
CVSHistoryPage holds on to closed editor,normal,FIXED,Platform
NPE in CVSFileHistory.refresh,normal,FIXED,Platform
expansion state not maintained when suspending target with thread groups,normal,FIXED,Platform
[Webapp] Fixed font size in buttons and text input,normal,FIXED,Platform
[build.tools] updateBugState task fails for some bugs,normal,FIXED,Platform
Need a way to remove drop target that was added using IDragAndDropService.addMergedDropTarget(...),normal,FIXED,Platform
Drag n drop of classes shouldn't let package nodes open,normal,FIXED,Platform
[Webapp] Generated topic links indented too much on firefox,normal,FIXED,Platform
[DataBinding] Create Binding.getTarget() and Binding.getModel(),normal,FIXED,Platform
[Help] Remote help should only include relevant content,normal,FIXED,Platform
Caret disapears on 'Go to Line...',major,FIXED,Platform
Broken help link for statushandlers package description,normal,FIXED,Platform
[DataBinding] move tree observables into internal package,normal,FIXED,Platform
