text,severity,resolution,product,text_hash,thesis_class
Internal Compiler Error on valid code with particular combination of org.eclipse.jdt.core.compiler.codegen.targetPlatform and o.e.j.c.c.source,critical,FIXED,JDT,719fb8241d92c68b7b2a0a54ab50861b3e3316b36e7f1246737d4c1a6dd3175d,stop
Optimization opportunity in DefaultProblemFactory,normal,FIXED,JDT,3d46d759f28d263939d242a1f014b8e328e153495762e37fce39512e8d5706cf,pausa
refactoring local to field fails in switch.,normal,FIXED,JDT,41913b0da2be696b8ae8152c14d5673c1e24f8ae1c203dc3c8e2888044fc823a,pausa
Specify that CodeFormatter is not intended to be subclassed,normal,FIXED,JDT,9b0d51ed4672a7199b71f77dd6f8e502c66203210e063cf0a98af507e22ac373,pausa
Search for references to method finds wrong interface call,major,FIXED,JDT,73d11032975ef12fe56ea4b9f1e74545595a747915d663a8425dca3276a013bd,pausa
Static method hides method from instance when using generics,normal,FIXED,JDT,63f326b141815071e0c312b69c638a303c0b35a12fec1f70b08585563edbf3fc,pausa
"[dom] Recovered type binding for ""java.lang.Object"" information are not complete",normal,FIXED,JDT,b7e8e4729b644a80e15b67d64e5e87e9f6fcbeb95b9b8990368394f7f0a7475a,pausa
[search] Opening matches inside jars with doubleclick or DnD broken,normal,FIXED,JDT,89772d1d3c6a92a12627b5ebbd255d2a390df4c488e22450292b9190e444557e,pausa
[1.5][compiler] Should reject invalid access to private type,normal,FIXED,JDT,02099ca1891782f2a13527b2e12b9f6f1e4c8f248000bf42e4f6086b1a43ef45,pausa
IProblem.UnusedWarningToken has wrong category,normal,FIXED,JDT,008a7a1327fa4692e82bd0dbed5639cefa6c49d81bbe2fb95247d19913ded003,pausa
[content assist] prefix completion should take instanceof case into account,normal,FIXED,JDT,7125faae8064cf5e650412cbfe21ebb7fca562e5aa63e1c0db7459582a27d2e0,pausa
[jre] the new JRE wizard should be consistent,trivial,FIXED,JDT,d63740c4b4d82f0568d79f857abf53ff0b88d3d4a321fb26c50f033ff9f01f8c,play
Create Java project dialog has confusing ordering for 508 issues,normal,FIXED,JDT,e93e8a41989ee452150309cd39ba03196421dea3d3dd72439156a174a707b56b,pausa
Convert Local Variable to Field removes empty line,normal,FIXED,JDT,90e83bff931c347adbec509633b2a41a7229e5a834179316746cdecd9f2932aa,pausa
quickfix adding @SuppressWarning is inserting an extra line break,normal,FIXED,JDT,be6fe3ec7cedeb743be949b81b716344a1666abfee67b8015e03b6cc33824cf8,pausa
[clean up] removing parentheses yields syntax error,normal,FIXED,JDT,ae5aab7863a7d950a9ef0181c61611ea72a3a2f097a8d51ddca6a2eefee494d6,pausa
[clean up] Clean up performance tests are incorect,normal,FIXED,JDT,e9879a425f42d51dd80ea61fd1186db8c168c0e1df1ec9b0edd229ddca3fe3f5,pausa
[organize imports] Organize imports perf test has no loop and no warm up,normal,FIXED,JDT,b2a51a4b584b12a9b8958f2acc4428fbab84274974c7879d4adb93eda3df8d6c,pausa
[jsr199] export package should specify x-internal:=true,normal,FIXED,JDT,6f2266397a7a019518f76a00cf46b3437f64615822645ac4f3020f8fbcfc3bc4,pausa
org.eclipse.jdt.apt.core.util.AptPreferenceConstants should clarify its specification,normal,FIXED,JDT,9891e7aecbd993cd6ff3aba4586b541717e015f9c24b1ed1cacfd9ec48929f42,pausa
org.eclipse.jdt.ui.PreferenceConstants should update its specification,normal,FIXED,JDT,0a70e3351c7f9eedcc7ee1fd17d548151a089700a86311e5d5d6989fa8eb200f,pausa
NPE in ASTNode.resolveAnnotations,major,FIXED,JDT,9321c41711db5c2a24ab891af6cf2080e70097cc75285a9963829e41af42e7b6,pausa
ILocalVariable for method parameter misses annotations,normal,FIXED,JDT,d55d3eeb4b7facaa59a2201231633bf36cddac34f31dd4f0cb9ae715fd271c96,pausa
Rename refactoring dead end,normal,FIXED,JDT,69c094f705a702b2ceca47c476f085e5ba7927dc227b482944c88814dc5bd833,pausa
AssertionFailedException in AbstractDecoratedTextEditor,normal,FIXED,JDT,40f24ae5c5ede4003ee2240c41273bccc1263b7b8dceeef87157d09daccf02ce,pausa
Stack overflow in TypeHierarchyPerfTest,normal,FIXED,JDT,294c3a3b9119ff176be3b235344a98ecb3959bdbabfa0789f1a5806403f0ce4d,pausa
Smart Paste into string should not escape single ticks ('),minor,FIXED,JDT,20800762b65fc48f14302618bb32351f573729c2137637af7f0c2bf730c4f5b1,play
BindingKey.isRawType() doesn't return the right result,normal,FIXED,JDT,6215e292aee35352d8b4eccbc693f41c142b5c8284e9c4ffa3af955e3574dd43,pausa
NPE in apt processing,critical,FIXED,JDT,f12234ac12a4fe53cba0a52551aad8712df5d9ef6846c7858d6e81967815e76d,stop
NPE clicking stack trace in console,normal,FIXED,JDT,19731b32e51f4766b0d33d22c84d91c911d570593349e90bb460ed30905c0bb3,pausa
IAnnotation#getSourceRange() and #getNameRange() throw JME on annotation of ILocalVariable,normal,FIXED,JDT,11ce7877b0ceef80cca2dc3d3e47695c2712b8fab4742f9ddcd6084d61ba12d4,pausa
Formatter does not format whole region/selection,normal,FIXED,JDT,7e44e6960d96d226ac59908d0b13305bb3182fe87d3f0fa65e8e60872c7c0a3d,pausa
LaunchConfigurationQueryParticipant does not respect search scope,normal,FIXED,JDT,5e452858fd3b3bb022201a3228db4df44d1008795209983c6d6da989c2f7b1b9,pausa
Unused SuppressWarnings unchecked too tolerant,normal,FIXED,JDT,cb80704e412028b2b9e2a97d4f4d76b0dcea199079a19fd6a55a3969ff3cf6b9,pausa
NullPointerexception on List.toArray + F3,normal,FIXED,JDT,191d065242aeae66e4b56f06db3e691a5f63282dca835d63f573c8f3bcde50ad,pausa
[search] occurrences search wrongly colors read as write access on same line,normal,FIXED,JDT,7aa1cc6511ca2444af9fe0bd9c6cb949e035eb876ff41958e9cbb887dd0c6a6e,pausa
Mark Occurrences false hit on superclass/static method,trivial,FIXED,JDT,59f3700fdb9e78b8cc793e8530876e64e7b638f49c2f0d3b83793d33a95280d9,play
[mark occurrences] different color for read and write accesses,normal,FIXED,JDT,01aa2e8459a8a748b3f7cce5d17139d58dd0d3bb4b02dcbdcbfb2d648a8d8067,pausa
Link with editor is broken for cus non on the build path,normal,FIXED,JDT,3a9416ff9b6cdaa01d7dde3c30744a1a9f4b304c5a7d6f3c47996d05628075b2,pausa
Unable to open Snippet editor in I20071113-0800,critical,FIXED,JDT,1fd164cf6535f4666e8b21f944d3824172ea3efbf1cdabad06cebf4fe5b2682a,stop
Extract local variable falsely detects a conflict,normal,FIXED,JDT,e0bdc219efcfe6223db12ca11dd686ee79a69d969539250245f41f1d846068d4,pausa
COMPILER_PB_OVERRIDING_PACKAGE_DEFAULT_METHOD is in wrong category,normal,FIXED,JDT,5deb8c4dcd79df4d629b74c5a6ed944b9c62299f22808567bf61bb7417a19fd8,pausa
[jres] foundation environment not detected with J9 VM,normal,FIXED,JDT,baae84a443c5ba41a0a219aa66b84b1d151c0f1a6616bab87689d8a2b73a26d2,pausa
'Search > Occurrences in File' broken for non-zero length selections,normal,FIXED,JDT,2d490a7c65d8df06fd5ff33a6d7e1c29925aadac9a1bb04df9901d4d1cfc1d65,pausa
Problems with compiler preferences when starting with 7.0,normal,FIXED,JDT,a788367b0db6131e08503195535459d5341509788448b87d1479d32ea049db22,pausa
[compiler] Need to have local bindings created in error cases,normal,FIXED,JDT,4fc4757f46af74b91b746b06530dd178193be68151905b48b1b60346f0e46633,pausa
Content Assist cannot cope with explicit parameter types,normal,FIXED,JDT,a67772ab0ebf7a5f5dbd386ace0ee4be6898e6d28e1e4fe833aa6646d161a636,pausa
Method parameters are not recovered when followed by an annotation with a syntax error,normal,FIXED,JDT,65e6ad5e4bd1992e08ccaa3870e460871b1d75d532fb50532616e09f4bc533d6,pausa
Type hierarchy unpredictable,major,FIXED,JDT,be82ca629049df99134ce602985be39292cc034aa8537bc4dbc6b9dc421a1227,pausa
IJavaElementDelta contains wrong data after APT processor is enabled,critical,FIXED,JDT,f1e2c0de5d268639fc16e0707faf567ab5d359b172d39a39a93c9bd091a1f834,stop
JUnit view leaks SWT image handle,normal,FIXED,JDT,bd0dd50c1a68343e19dfef75051e9b3939d898fd170640e79e8b95e01df81264,pausa
"Null value is obtained from IMemberValuePair, when type is Enum",normal,FIXED,JDT,6fcea610fc30d835ac795b08172bfd6b5829c9a270f388c6a8af4b210fd45e4e,pausa
jdt.ui RenameTypeParameterTests#test10() not running anymore,normal,FIXED,JDT,6dee989160c969273e641170e456d2dbba1e045b2f9f595974e1c98913f3652f,pausa
Occurrences in File does not work in class files,major,FIXED,JDT,b2c5114ea9bc86274267f1a83162701b9b40041ec12d1de78a6102ffee1e4385,pausa
"[search] Type references position invalid in import references when using ""*"" pattern",normal,FIXED,JDT,d37f5aad3653a36fb76c30ce7622d316976c4f68971b5fb08123e566226058df,pausa
[search] Type references are not found in import declarations when JUnit tests only use working copies,normal,FIXED,JDT,f49c6fd1aff5ebc0aa18b65a16e99551540bfb75f033a4978964cbd49a0d1ef4,pausa
[Debug] Can't restore Breakpoints view : concurrent access/hashmap,normal,FIXED,JDT,fe0a87ad7a25779f3d11159ec9f3c65f62a99a8bbc833f35b4ce40674b15e446,pausa
debug tests don't compile after chnages in refactoring,normal,FIXED,JDT,6c7c5746de3625bb524761295965656e040d3c629a4950ce7e8a7684a56d326c,pausa
Improve documentation for overridingPackageDefaultMethod option in JavaCore#getDefaultOptions' javadoc,normal,FIXED,JDT,5c4f7c2ff28948b9233510454753a3294a0291acad7925d348d77c22eead4963,pausa
Run configuration dialog does not show error message if on tab with error,normal,FIXED,JDT,48ec2c1c67487f766eb66000311b8e99b83c95f0595302ecf613a4ca1bdbbea7,pausa
ArrayStoreException when formatting set of regions,normal,FIXED,JDT,c8205cd76cd2a9b720de5d49eae946857599482632083b437d345c6e976642a0,pausa
[save action] Remove workaround for bug 208541,normal,FIXED,JDT,a39f0164100373afd3b61b4f17e76c3a263cb8763610d76a037e472783c3c8a3,pausa
Open type is slow,normal,FIXED,JDT,95c830a05f38500da4e8d67a37e1ac7135fcb9b0ba5d9a517809c83d813d9029,pausa
[1.5][search] Parameterized type reference not found when used in type parameter bounds,normal,FIXED,JDT,73cc2ddfaad0e7ee52aa84bafbd5a5acf05ba58d217aea201ddc2fad41f61da8,pausa
'Occurrences in File' does not work in Outline,normal,FIXED,JDT,6cd78372eb3741acd950d8186ca05004ef0ae061f99fc388ec42aa20fe3330ab,pausa
[index] Improve search for annotation references by using a specific category,normal,FIXED,JDT,66120ca66188ed2d17d855143e278cbfbb59fe27b95a9a9f06e2f6ce7cde3fa9,pausa
Statements recovery fails inside annotation of a local variable,normal,FIXED,JDT,2ba5adc5100b30f19999de192c1b3998fc1c35db70714002700aa9a0eaeca09f,pausa
Any class that references org.junit.Test is run as a test,normal,FIXED,JDT,0347351c6d1d641abdf1125b3ea8c3965a391aca16e32546021a0a25c9196a0b,pausa
Migrate org.junit4 to individual source bundle,normal,FIXED,JDT,398d393cab9cc8d1c82ab8d8b470b67db34433185f912446df5210442fddb034,pausa
Two confirmation dialogs displayed when using model provider in Eclipse,normal,FIXED,JDT,b7fd2ff1ce4575c1b7c84b6658e70c58ac8c824328597007f287adac07bd745e,pausa
Checking out JFace and then SWT leads to a strange state,normal,FIXED,JDT,2f1642ce87f9dc50c6644a2c1771632cfa8a3043a387e2a2e70f3686665a5d7a,pausa
Wrong delta renaming .classpath file,normal,FIXED,JDT,d05eca0742e85e36e5c6f666791f1efee1aa690e74e78fa53b73341de6088114,pausa
[reorg] Move should only do validateEdit on files that really changed,normal,FIXED,JDT,30981dae46d6dacaa61de8d936a8b2bdd449760d6e0b4fb343140dd1d93c4cba,pausa
validateEdit is not called when overriding files with copy action,normal,FIXED,JDT,a49b91ff0a1de1d2d7053b66e88da649de0d1d857ff46955978a304ea3acea57,pausa
incomplete source range for anonymous type,normal,FIXED,JDT,3475ce28c6a5d1a3b46e3f3ac18dd0b2ccdebba7ba1ecc69665d7e310a866c84,pausa
IType#resolveType(String) is not implemented for binary types,normal,FIXED,JDT,dcbee758979a8943dd207695fae2bffeaa0beadf49859ceb8a1bded0ec8540c6,pausa
update build.properties so about.html is included in jdt.launching.macosx.source bundle,normal,FIXED,JDT,43c7b73354375217495a0c684aac7e7808549d713c6fa886b2141917fa2d7095,pausa
Unable to resolve annotations defined with a Class attribute,major,FIXED,JDT,da81d441414d4ccd195d9e2ffcd72ec6a5e011661510654f5791da078be62a99,pausa
Extra type in hierarchy when focusing on local class,normal,FIXED,JDT,7994f61993ffeab58572ab10acf04bb2a624a5ec9432d5ab29811e78d5d066a7,pausa
Exception while adding unimplemented methods,normal,FIXED,JDT,19fcd3cabbf57686778ca5fb934baf439779cfb6b06aac0e4de8f2f8a30e5c75,pausa
SWT templates should use ${X:newType(...)} for used types,trivial,FIXED,JDT,e12d3cf6a1bee750507b8fffeb46e6b2288d10bdca7c38057a10e5ff95106f6a,play
ConcurrentModificationException initializing Java Tools,normal,FIXED,JDT,bd35a36f7c7da96287f0e9fe544bd6c6511fb1bd6a2c2fe786d4b246f9c5e062,pausa
Search does not return references to types in binary classes,critical,FIXED,JDT,b12c4618a7f49a8b4f4961b74182cdd880d8350c9525e7d9ea161e02dec7ce68,stop
[search] Standard annotations references not found on binary fields and methods when no source is attached,normal,FIXED,JDT,bb769a3916766b654c64cec4b4b062437691a54b3ce98a324003fa94f5d45edb,pausa
Creating type hierarchy does not report progress,normal,FIXED,JDT,f1bfb4df19ab840ba713500e04098c0cf6f0240eb488de51fbaf23ed7c2030f4,pausa
[search] References to annotations not found in class file without source,normal,FIXED,JDT,3e7847c0eb811a612f1d66376f36febf0dc33848aa1de01e0623129dc4a44e4c,pausa
better name for SUPERTYPE_TYPE_REFERENCE?,normal,FIXED,JDT,5e53410c10bdbb97adb247b71bc719e44b27f4f0595719b8b378b765d793b475,pausa
clarify 'ALLOCATION_EXPRESSION_TYPE_REFERENCE',normal,FIXED,JDT,77194399b1787ceaf63ccf2f966de1e33bf845e28578867853ed83dc6b1fd4fd,pausa
JUnit resource mapping incorrect for containers,normal,FIXED,JDT,c286ab5b62ca5a030337a864e7d9f3efd0ae8538a102a235048345b3475f45d5,pausa
JUnit launch shortcut enhancements,normal,FIXED,JDT,2937310f1de4b99072b74ac8b9a83db245eff841ba04ab8fc2601ae62ae66ff8,pausa
[1.5][search] Generic search does not work properly while using BindingKey,normal,FIXED,JDT,c3026529b00082d5578056e398e65796bb6c9f49f93b8f75146d99f54d86449f,pausa
[JUnit] RunListener testRunFinished not fired in Eclipse,normal,FIXED,JDT,1c759a9d9893ada55fb7203e0e457e84b00aafaffb7fe1f63f208db56a0de443,pausa
[jar application] program arguments are ignored,normal,FIXED,JDT,6ab81f33a87958330ee1e82f2a88e610cedc0ece3d8106ced6c834bab21ef7a0,pausa
NPE while dragging something to the package explorer,minor,FIXED,JDT,990b8b75e7967dd3e979b4c963352521e2fb636b7e438655661ecb855df1a6b8,play
[clean up] CleanUpPerfTests are measuring too much,normal,FIXED,JDT,de2f246bf10f7225491742f80dc6d8cca06654821828a2c1daf9aa68ff4935b5,pausa
"""Guess argument name"" feature picks out-of-scope variables",normal,FIXED,JDT,e6e3c803d9e2f4fcff2e2eef16a6837976026dd7e87d540d7f55b14659627ea4,pausa
[jar application] Missing mnemonics on fat jar export wizard page,trivial,FIXED,JDT,c1cda050c90017bf60bccab2e65f89a0a6da433cd96d432a4706fdd52268b76c,play
JDT/Core has added a new option to find redundant superinterfaces,normal,FIXED,JDT,12bf65d7b05930965279225be1dd39c710fe4eb633c82184f51bc7df79c87c09,pausa
NPE in TextViewer,normal,FIXED,JDT,2ffefaf0b93c25acc3e1aa35f3ccb6a170e091f1ee295935a487d1bbf8002008,pausa
fine grained search must not report matches in Javadoc,normal,FIXED,JDT,2eb4b393f54918dbafee024754c57b1836614a6b5ff8caedb491b971ba0cf8a7,pausa
Runnable JAR file export wizard UI nitpicking,trivial,FIXED,JDT,00a47265bf6bfe37b8b60c86ebe083735ea3c89e96a297fef1f46586df26a8fb,play
Runnable JAR file export wizard shows Scrapbook launch configs,normal,FIXED,JDT,905ceeaf387dc0d8ea2c7385f447b7c378ff2b7d41feece3d8e2dfc3e826c838,pausa
[jar exporter] NPE when saying 'No' to replace confirmation dialog,normal,FIXED,JDT,7a65f71974141d943769c29a5eeeb9222073aceb93ebc6013282826b0112183c,pausa
Exception applying the QuickFix for Raw Type is confusing,normal,FIXED,JDT,bfdf4f68a6ab47d2bf58965f0f088cc3b582fff33e555d7002d61c7fdebfe089,pausa
[search] Occurrence search should honour link to editor or use another concept,minor,FIXED,JDT,2b5127bad0ae678e9533c3863eb8d3443490505e114600fce35c831e9dda10a0,play
Inherited Java doc not displayed if parent class is binary with attached javadoc and child class is available as source,normal,FIXED,JDT,0a44791f06fd976df3d9231ff011b772fa0a69701f59729373a292f04e8f8aa5,pausa
[JUnit] NPE trying to run some tests,normal,FIXED,JDT,dbd23e5f33238bb80ba767f9ca79fe3a2c3416b104b0cca234895560c5f2b88c,pausa
[search] UI for finegrained search options,normal,FIXED,JDT,971caf198053373a3448d2f1919ddaef00da7e2591ddfb11004cf9351416413a,pausa
[clean up] Remove parentheses is too aggressive also for modulo operator,major,FIXED,JDT,be690e7f58b2c74508bfc042a78efbad9a6647118a59130f8f6c62d134ae0776,pausa
[ast rewrite] ListRewrite.remove(...) does not remove inserted nodes,normal,FIXED,JDT,d33b06fa80f67dfd8cf17b8f7a1fd565c26cfb69f554c8430cc6a5799b3dc45b,pausa
RuntimeException on startup with Project Explorer open,normal,FIXED,JDT,cf322e4c29ece4565a0ae8d33f00a381b62b1a215d8a567918606e8e930ab87e,pausa
SetClasspathOperation no longer adds project for refresh,normal,FIXED,JDT,0f6ed30759b43a66133d5a53489dc9d76243c66827015f9055e1f18824345f1e,pausa
Unresolvable type causes ArrayOutOfBoundsException in IType.resolveType,major,FIXED,JDT,027510870843a66fb7f32db8c54119f40b1a9e5bbfbda0776782bb5926181e3f,pausa
MalformedTreeException on save,normal,FIXED,JDT,687eec75c9dcd8d36d075b030414268cb7ef347acf1b1155567114a858cf1e4e,pausa
AST has wrong source range after parameter with array-valued annotation,major,FIXED,JDT,ad142e7e505fd430e7936e78662b46aafa729f486e4568ae502af908a51c5386,pausa
compiler error with nested enum in class using generics,major,FIXED,JDT,00dbd39b61b678da65327b9abea0ae11631ff001afb321644a8635a605bf5333,pausa
Debug Variables View temp. shows blank lines when Show Constants is off.,normal,FIXED,JDT,9c857bbde701f8b9e2e953a2574d59726e437b36a27376b7ae749eceeb78020f,pausa
APT should group their marker types,normal,FIXED,JDT,985a7b504e39d98450c253db639301659f04fad1037d4cf1e72b410668812667,pausa
Configure/New Working Set page: should use full path,normal,FIXED,JDT,2b73fdf47c8c27ba3c2baeaa8bf1f0677df22972bb69e54334af34c5b97376e8,pausa
Configure/New Working Set page: should add selected items,normal,FIXED,JDT,53b40c1545c14ea28b1c65944d40289a8ad3dd0783dc42fdb732886c3add4d3b,pausa
IMethodBinding.getParameterAnnotations does not return annotations,normal,FIXED,JDT,0aa997917869aba062e56922ab69aede8e50608b1ebb419014b35556f6ed190d,pausa
[javadoc] NPE in JavadocQualifiedTypeReference,normal,FIXED,JDT,c69fb0495dda3d0cdd7e52b1e12cdd47c7ebe361ea79b1914763f5ba4094bd27,pausa
AIOOBE in FastPartitioner,normal,FIXED,JDT,17bbe49eeec7864f2d92c14071a7e411c3b430a34f3cfffe8649fd182b1b19e5,pausa
[quick fix] Removing unused @SuppressedWarnings quick fix could be more specific,trivial,FIXED,JDT,f8b4c88f40bca3df27cf44fa56d9f9c293e3e6d6e168f5c6c8fa6c5d6109ff6a,play
IMethodBinding.getParameterAnnotations returns annotations for wrong parameter,normal,FIXED,JDT,bf52f072ee0e1038aa791907306cadec1818d273c38c6a7b4356cbb23945d612,pausa
IncrementalTests#testRenameMainType() fails with IBM JRE 6.0,normal,FIXED,JDT,28749d9ba396c4074c37d296613678cfcc54d747f013bc129b56d248f8168f22,pausa
Annotation model of Java editor should respect annotations from underlying file buffer annotation model,normal,FIXED,JDT,17fb254ab7592627823f91bdf94373c8762f2c950916b2718be02f0bb8c580a2,pausa
AIOOBE when formatting region,major,FIXED,JDT,72631b81ec45b03325dedaac72b8d31da8902b543647648b7a05ea1d13a80d02,pausa
NPE on formatting region,major,FIXED,JDT,17dbe0b47f9354d69d84fa6b62d82516c622fd763f5a376ece114320f2ed23af,pausa
Rename package is not reflected in annotations,minor,FIXED,JDT,8af289b2119f3f8fba38b874ba79956d766b82837ed4ff51e8e528113258bbd7,play
NPE in MethodBinding.getParameterAnnotations(),normal,FIXED,JDT,30e070b88ed9d913c025d0d349c0382382723f4503f323ecd2d1639b0d7c7a8b,pausa
Convert to StingBuffer quick fix not as efficient as advertised,normal,FIXED,JDT,a48cf934cdb97ad8f45c4534e02fa69d8e7af0d7b0af797a04fcfa2c9ba60c84,pausa
[batch][compiler][options] -warn:unused wrongly behaves as -warn:+unused,normal,FIXED,JDT,2314e5ed75961163d0d29a067f88097e60665669e26a9a08b3a7bb7087213250,pausa
[apt] env.getPackage() returns corrupt packages,normal,FIXED,JDT,170c92b660b0aacfcf7b0925cd08db5900f204e8fb3c733ca40bdd00ce671485,pausa
stack overflow when press ctrl+space,minor,FIXED,JDT,b54dd4e8bb43c6d8eb3aa5b072536c240c959fcc8a6ebedbb6b9d89ca39e48e2,play
[assist] Code assist fails inside an if statement,normal,FIXED,JDT,5f9fe9a60a47cd7c1687650b8df49f0b5e2eb6013a6abe7dfc37683568cc29d8,pausa
Code assist fails to propose inner type,major,FIXED,JDT,3ad80f782530d4a7ed451bb498427a216390a7873ebd51fb89debcd3b51915c3,pausa
LegacyTestRunListenerTest fails,normal,FIXED,JDT,86dabfc051368338af8e165b679fda8d0859605aef4f38e24d1b447e5da67b79,pausa
ClassCastException using rename method refactoring,normal,FIXED,JDT,7c25b48f5359d3444d5dd4bb8c88fc410db4602b1cbc9d84caa700eb10374955,pausa
[open type] TypeInfoUtil.getImageDescriptor not used,normal,FIXED,JDT,314dd878110fe20fe6cc79793f7e05460b239d11d1c91460f8c32055b0748181,pausa
Missing code implementation in the compiler on inner classes,normal,FIXED,JDT,bb297f292d6cc24e3640ff74dc8cc10ecaf6e09ab3f58e48de1e760a09cd2ccd,pausa
Clean up not adding final to inner class method parameters,normal,FIXED,JDT,f21e39370fe9d2817f676a7e42cc32fbdcc4e457674d3079ceca38f2169b19a8,pausa
Inlining outer method into anonymous class breaks control flow.,normal,FIXED,JDT,00cdf580d1d7ba15a492cf0b9a071b8bc5fa12a5d8294f3d6be6a20fa27c291c,pausa
NPE in JavaSearchScope.addEnclosingProjectOrJar(..),normal,FIXED,JDT,4fae40a5621be3019af33c9e58953b5dccadd100f455fe9b6216f4307e3fb802,pausa
Open Type dialog ignores changes to packages after the last . (full stop) was typed.,minor,FIXED,JDT,18ac20b6494345e84c17c3164483c5f679bd19ab5d77e7dd6c89bb7eb5741aea,play
[dom] NPE in MethodBinding.getParameterAnnotations(..),normal,FIXED,JDT,969fad2a0dba2d41f371613d5e655f7f57ccbe55de62b7a046250677f204ca10,pausa
No search results due to malformed search scope,normal,FIXED,JDT,3286477e8f580de80a75b932e23b9931e59241383e86089aece419084bf14b24,pausa
annotation is broken,critical,FIXED,JDT,a3f355a30912e0e910f09f340985e32bbccca9f6ff595480c526c20e2a7d69dd,stop
Regression in TypeHierarchy when a super-class can't be resolved,normal,FIXED,JDT,a266c14879445d6914b439aa30b16f1103010c2b1f2f9a944e003c10ce978e49,pausa
final fields no longer shown in Variables view,blocker,FIXED,JDT,a8f28262a0d353e813513d2329f51f588117c1f1dc8e95f3fd92941e9dac2cdb,stop
JDT not resolving classpath references to jars in other projects,major,FIXED,JDT,fe23187424af9f996833ae2443d51176f34115167e9c98cb73f464975d1bc0a6,pausa
Streams not being closed in Javadoc views,normal,FIXED,JDT,499940997c454dc74d0b91b65f64968d92b005777073b90ce582657bb9e46eb5,pausa
[compiler] Wrong unnecessary NON-NLS diagnostic after syntax recovery,normal,FIXED,JDT,ddab0cb737400a402505695e4a32d45b0587b944dfd2d0eada7699057e513a62,pausa
LInked Source Folders with Parallel package structure do not work with Refactoring,normal,FIXED,JDT,754e88e14bddee9574f124f134200520fa98d8117313cbbab3b0be2d0593c338,pausa
"support ""Link with Editor"" command",normal,FIXED,JDT,28a85614c6c0328044acecd697d1bef0c26f41e5793c5db789a26a914ef00989,pausa
EFS throws NullPointerException,normal,FIXED,JDT,c0d80fba19e3fa13664f02e7fb40c957681e28a31f2866c0b5dc4cbe9627505c,pausa
Support Filer.getResource() in IDE,normal,FIXED,JDT,df9f972e105ec2abba06cd91712c22c274240c0fe24f86bbe32f56c07c2091aa,pausa
[batch][compiler][options] -enableJavadoc breaks the contract of -warn:-javadoc and -warn:-allJavadoc,normal,FIXED,JDT,498300d9bbccc9b50f85f7eb2d8d1fe526d8ef574e8881c15b637842feb19684,pausa
[batch][compiler] ClasspathJar#getPath does not honor its contract,normal,FIXED,JDT,2ff751dccfc7b6b1427d7e6d0e5e97c4c9769e84b22c0dda65e4bbb8b8af96f4,pausa
Race condition allowed with SetClasspathOperation,critical,FIXED,JDT,1bcf1f2d42ecd36b6aa0b318b3a6d575ec965702897f9080eebb6c3506775bd8,stop
Enum: Auto-generated construtor has wrong visibility,normal,FIXED,JDT,3ce267b7838033d2a990f7b2760b927985902da829c2a397bb157c3b074ad9e8,pausa
search engine should allocate progress monitor ticks for reporting,normal,FIXED,JDT,ba2ae162bb52b042017646944ad00ec68dafec8c7f0c804ee4af8e52b250597a,pausa
[search] Indexing job progress should be more detailed,normal,FIXED,JDT,5e912ab9a3b557013cae8dc0b380ad6d6b2ac6255ea6cc6d57653afaffceb7cd,pausa
JavaSearchBugsTests.testBug181488a is randomly failing,normal,FIXED,JDT,ad930d609528b0a5ed252f4f4fdea4fcb1495225b85fec83e67fad02a2220e73,pausa
[Open Type] NullPointerException when typing search pattern,critical,FIXED,JDT,997d0312aa1d83bb9057c604d7ef9ee2d3c7fcbf4907c1a7a419e78774fd7427,stop
[clean up] Bad enhanced for-loop for arrays which are fields,normal,FIXED,JDT,60c9cb0985f88086b4c58bbdce239033e3f524acd5a9fa8019ce468c496982d5,pausa
DVT33:TCT816: PL: ref-19.htm: no such file,normal,FIXED,JDT,f7eb6c3730b7504b1a4b850a52a8498ef0170e58fd4c9fd7c159256686ead96b,pausa
Wrong Singature for methods inside InnerTypes with generics .,normal,FIXED,JDT,7197b04071bed828a02ab9a557cd9a463eab1f5cd743f383267e67c6e0fb4fc6,pausa
Occurrences in File with editor linking: Search view description flashes,normal,FIXED,JDT,94a4f94bcf7b1a3abd73b0fe5c377a693fefa6db1aeb8e00b5a545716ab651f2,pausa
Library detection timeout should be longer,normal,FIXED,JDT,4aa1fee06d29b967d1660f889d685983b6b4a0bf5c1b45fe6c97f04a6bbfc460,pausa
New working set doesn't appear in Working Set List,normal,FIXED,JDT,e593450d5aa741accc18c0aff5c2b43d5330aa076a460b0b194a0322f017f5d0,pausa
Should surface failure to get CU's contents,normal,FIXED,JDT,8763256aa239fbf0f48684cd109afcb38e924ea00a9f385deb207cbc7b7fd114,pausa
DVT33:TCT815: PL: ref-debug.htm: no such file,normal,FIXED,JDT,e72f48dd78faf4c308f2d09de79112428c44ec39cb93ba4064279c5a99e73ee4,pausa
JarFileExportOperation does not export class-files anymore,major,FIXED,JDT,b54210bd4cf10a8b3e181a7545ea16356eb33aed735d4f27bed6bdece12ea6c7,pausa
Class folder in build path does not refresh properly,normal,FIXED,JDT,5f42e88493105e3e4dec0d8c547bfdf0519e065eeed1682b60a5fbcc258af7e7,pausa
